759,(21.321661,-157.840778)
760,(21.29187,-157.842307)
761,(21.289896,-157.844534)
763,(21.292008,-157.85095)
764,(21.292717,-157.853266)
767,(21.296761,-157.85533)
768,(21.298387,-157.854942)
769,(21.300123,-157.856398)
770,(21.301507,-157.857506)
773,(21.310569,-157.808906)
774,(21.311656,-157.807278)
775,(21.313592,-157.805221)
776,(21.314393,-157.804725)
777,(21.315469,-157.804082)
778,(21.316241,-157.803246)
779,(21.31702,-157.801998)
780,(21.317628,-157.800375)
781,(21.318401,-157.799932)
782,(21.319037,-157.799367)
783,(21.320333,-157.798875)
784,(21.320119,-157.79784)
785,(21.319036,-157.798071)
786,(21.316758,-157.798341)
787,(21.315232,-157.799376)
788,(21.313837,-157.799367)
789,(21.313004,-157.799691)
790,(21.311324,-157.80045)
791,(21.311799,-157.801525)
792,(21.312787,-157.803139)
793,(21.312003,-157.803708)
794,(21.312671,-157.805015)
795,(21.312781,-157.805956)
797,(21.310986,-157.808352)
798,(21.310438,-157.809276)
799,(21.309854,-157.810319)
800,(21.308958,-157.811897)
801,(21.308194,-157.813533)
802,(21.308014,-157.815578)
803,(21.307296,-157.817068)
804,(21.306742,-157.818472)
805,(21.305345,-157.819341)
806,(21.303556,-157.820414)
808,(21.301841,-157.820555)
809,(21.301122,-157.821101)
810,(21.293083,-157.823295)
811,(21.29473,-157.824636)
813,(21.296429,-157.828962)
814,(21.297411,-157.831628)
816,(21.298437,-157.834512)
817,(21.299407,-157.839892)
818,(21.298062,-157.840462)
819,(21.296283,-157.841188)
820,(21.295021,-157.841766)
821,(21.293318,-157.842442)
822,(21.321409,-157.841573)
823,(21.320968,-157.842931)
824,(21.320614,-157.844405)
825,(21.320391,-157.845825)
826,(21.32011,-157.847176)
827,(21.319595,-157.847928)
828,(21.317392,-157.84953)
829,(21.316552,-157.850524)
830,(21.315536,-157.851649)
832,(21.313608,-157.852759)
833,(21.311115,-157.858551)
834,(21.309713,-157.859938)
835,(21.308295,-157.861895)
836,(21.30722,-157.862487)
837,(21.306324,-157.861718)
838,(21.305161,-157.86071)
839,(21.303967,-157.859678)
840,(21.302575,-157.858463)
841,(21.301437,-157.857549)
842,(21.300404,-157.856724)
843,(21.298317,-157.854984)
844,(21.296805,-157.855399)
845,(21.294596,-157.854804)
846,(21.293232,-157.852533)
847,(21.293009,-157.844926)
848,(21.291762,-157.839869)
849,(21.293672,-157.839172)
850,(21.295692,-157.83889)
851,(21.297506,-157.83808)
852,(21.297026,-157.836241)
854,(21.295746,-157.832653)
856,(21.294719,-157.829805)
858,(21.293972,-157.827699)
859,(21.293132,-157.825366)
860,(21.296737,-157.819197)
861,(21.296676,-157.817249)
862,(21.296972,-157.815054)
863,(21.298923,-157.814464)
864,(21.301472,-157.815187)
865,(21.301425,-157.819933)
868,(21.30497,-157.819494)
869,(21.306444,-157.818601)
870,(21.3072,-157.817188)
871,(21.307761,-157.81634)
872,(21.308079,-157.813604)
873,(21.308855,-157.811928)
874,(21.299291,-157.821057)
876,(21.281777,-157.831175)
877,(21.280406,-157.833628)
878,(21.2829,-157.834986)
879,(21.284744,-157.836763)
880,(21.285406,-157.83848)
882,(21.288702,-157.840622)
883,(21.288729,-157.841005)
884,(21.285146,-157.838608)
886,(21.283179,-157.835354)
888,(21.279508,-157.833144)
889,(21.281227,-157.831361)
891,(21.295131,-157.858071)
892,(21.295917,-157.859741)
893,(21.297572,-157.861726)
894,(21.300207,-157.863051)
895,(21.303039,-157.863281)
896,(21.305263,-157.862603)
897,(21.306487,-157.862616)
899,(21.315683,-157.866083)
900,(21.315991,-157.868159)
901,(21.316095,-157.870852)
902,(21.314991,-157.871583)
904,(21.317551,-157.875378)
905,(21.31917,-157.876243)
906,(21.321927,-157.87958)
907,(21.323286,-157.880902)
908,(21.324525,-157.88225)
909,(21.326035,-157.884016)
910,(21.326828,-157.884943)
911,(21.328276,-157.88626)
912,(21.337114,-157.918514)
